1.;Физические лица, как участники гражданских правоотношений;Статья 30 ГК РФ;Какие сделки вправе самостоятельно совершать гражданин, ограниченный судом в дееспособности вследствие злоупотребления  спиртными напитками  или наркотическими веществами;;;;;;;;;;;;;;;;;;;;;;
37.;;ст. 407 ГК РФ;Прекращается ли обязательство при наличии условий невозможности его исполнения?;;;;;;;;;;;;;;;;;;;;;;
;;1. Обязательство прекращается полностью или частично по основаниям, предусмотренным настоящим Кодексом, другими законами, иными правовыми актами или договором.;;;;;;;;;;;;;;;;;;;;;;;
;;2. Прекращение обязательства по требованию одной из сторон допускается только в случаях, предусмотренных законом или договором.;;;;;;;;;;;;;;;;;;;;;;;
;;3. Стороны своим соглашением вправе прекратить обязательство и определить последствия его прекращения, если иное не установлено законом или не вытекает из существа обязательства.;;;Всегда прекращается;Не прекращается.;Прекращается при согласии на то кредитора.;1Прекращается, если невозможность исполнения вызвана наступившим после возникновения обязательства обстоятельством, за которое ни одна из сторон не отвечает;;;;;;;;;;;;;;;;;
;;(п. 3 введен Федеральным законом от 08.03.2015 N 42-ФЗ);;;;;;;;;;;;;;;;;;;;;;;
;;п.1 ст. 416 ГК РФ;;;;;;;;;;;;;;;;;;;;;;;
;;1. Обязательство прекращается невозможностью исполнения, если она вызвана наступившим после возникновения обязательства обстоятельством, за которое ни одна из сторон не отвечает.;;;;;;;;;;;;;;;;;;;;;;;
;;2. В случае невозможности исполнения должником обязательства, вызванной виновными действиями кредитора, последний не вправе требовать возвращения исполненного им по обязательству.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
38.;;Статья 554. Определение предмета в договоре продажи недвижимости;Какие условия договора купли-продажи являются существенными?;;;;;;;;;;;;;;;;;;;;;;
;;В договоре продажи недвижимости должны быть указаны данные, позволяющие определенно установить недвижимое имущество, подлежащее передаче покупателю по договору, в том числе данные, определяющие расположение недвижимости на соответствующем земельном участке либо в составе другого недвижимого имущества.;;;;;;;;;;;;;;;;;;;;;;;
;;При отсутствии этих данных в договоре условие о недвижимом имуществе, подлежащем передаче, считается не согласованным сторонами, а соответствующий договор не считается заключенным.;Выберите все возможные правильные из предложенных вариантов ответов.;;1Цена договора;Штрафные санкции;1Предмет договора;;;;;;;;;;;;;;;;;;
;;ГК РФ Статья 555. Цена в договоре продажи недвижимости;;;;;;;;;;;;;;;;;;;;;;;
;;1. Договор продажи недвижимости должен предусматривать цену этого имущества.;;;;;;;;;;;;;;;;;;;;;;;
;;При отсутствии в договоре согласованного сторонами в письменной форме условия о цене недвижимости договор о ее продаже считается незаключенным. При этом правила определения цены, предусмотренные пунктом 3 статьи 424 настоящего Кодекса, не применяются.;;;;;;;;;;;;;;;;;;;;;;;
;;ГК РФ Статья 558. Особенности продажи жилых помещений;;;;;;;;;;;;;;;;;;;;;;;
;;1. Существенным условием договора продажи жилого дома, квартиры, части жилого дома или квартиры, в которых проживают лица, сохраняющие в соответствии с законом право пользования этим жилым помещением после его приобретения покупателем, является перечень этих лиц с указанием их прав на пользование продаваемым жилым помещением.;;;;;;;;;;;;;;;;;;;;;;;
;;2.Не регистрируются договоры. Правило о гос. Регистрации сделок с недвижимым имуществом, содержащиеся в ст.558 ГК РФ, не подлежат применению к договорам, заключенным после 1 марта 2013г.;;;;;;;;;;;;;;;;;;;;;;;
39.;;ФЗ № 214 ?Об участии в долевом строительстве?? Статья 4. Договор участия в долевом строительстве;Договор участия в долевом строительстве обязательно должен содержать?;;;;;;;;;;;;;;;;;;;;;;
;;4. Договор должен содержать:;;;;;;;;;;;;;;;;;;;;;;;
;;"1) определение подлежащего передаче конкретного объекта долевого строительства в соответствии с проектной документацией застройщиком после получения им разрешения на ввод в эксплуатацию многоквартирного дома и (или) иного объекта недвижимости;";Выберите все возможные правильные из предложенных вариантов ответов.;;1Гарантийный срок;1Срок передачи объекта;Штрафные санкции;1Цену, срок и порядок ее уплаты;1способы обеспечения исполнения застройщиком своих обязательств по договору;;;;;;;;;;;;;;;;
;;"2) срок передачи застройщиком объекта долевого строительства участнику долевого строительства;";;;;;;;;;;;;;;;;;;;;;;;
;;"3) цену договора, сроки и порядок ее уплаты;";;;;;;;;;;;;;;;;;;;;;;;
;;4) гарантийный срок на объект долевого строительства.;;;;;;;;;;;;;;;;;;;;;;;
;;5) способы обеспечения исполнения застройщиком обязательств по договору;;;;;;;;;;;;;;;;;;;;;;;
;;5. При отсутствии в договоре условий, предусмотренных частью 4 настоящей статьи, такой договор считается незаключенным;;;;;;;;;;;;;;;;;;;;;;;
40.;;НК РФ Статья 207. Налогоплательщики;Если жилое помещение находилось в собственности гражданина с 13 ноября 2018 г, какой налог он должен оплатить при продаже указанного имущества?;;;;;;;;;;;;;;;;;;;;;;
;;1. Налогоплательщиками налога на доходы физических лиц (далее в настоящей главе - налогоплательщики) признаются физические лица, являющиеся налоговыми резидентами Российской Федерации, а также физические лица, получающие доходы от источников, в Российской Федерации, не являющиеся налоговыми резидентами Российской Федерации.;;;;;;;;;;;;;;;;;;;;;;;
;;НК РФ Статья 208. Доходы от источников в Российской Федерации и доходы от источников за пределами Российской Федерации;;;;;;;;;;;;;;;;;;;;;;;
;;1. Для целей настоящей главы к доходам от источников в Российской Федерации относятся:;;;;;;;;;;;;;;;;;;;;;;;
;;5) доходы от реализации:;;;;;;;;;;;;;;;;;;;;;;;
;;"недвижимого имущества, находящегося в Российской Федерации;";;;;;;;;;;;;;;;;;;;;;;;
;;НК РФ Статья 224. Налоговые ставки;;;;;;;;;;;;;;;;;;;;;;;
;;1. Налоговая ставка устанавливается в размере 13 процентов, если иное не предусмотрено настоящей статьей.;;;;;;;;;;;;;;;;;;;;;;;
;;НК РФ Статья 220. Имущественные налоговые вычеты;;;;;;;;;;;;;;;;;;;;;;;
;;1. При определении размера налоговой базы в соответствии с пунктом 3 статьи 210 настоящего Кодекса налогоплательщик имеет право на получение следующих имущественных налоговых вычетов, предоставляемых с учетом особенностей и в порядке, которые предусмотрены настоящей статьей:;;;;;;;;;;;;;;;;;;;;;;;
;;"1) имущественный налоговый вычет при продаже имущества, а также доли (долей) в нем, при уступке прав требования по договору участия в долевом строительстве (по договору инвестирования долевого строительства или по другому договору, связанному с долевым строительством);";;;В указанном случае налогообложение не возникает;13 % от суммы, указанной в договоре купли-продажи;13 % от суммы, превышающей 1 млн. руб.;113 % от суммы составляющей налогооблагаемую Базу. Рассчитывается она исходя из примененных способов налоговых освобождений (Доход-расход, налоговый вычет.);;;;;;;;;;;;;;;;;
;;(пп. 1 в ред. Федерального закона от 08.06.2015 N 146-ФЗ);;;;;;;;;;;;;;;;;;;;;;;
;;2. Имущественный налоговый вычет, предусмотренный подпунктом 1 пункта 1 настоящей статьи, предоставляется с учетом следующих особенностей:;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;КонсультантПлюс: примечание.;;;;;;;;;;;;;;;;;;;;;;;
;;Положения подпункта 1 пункта 2 статьи 220 (в редакции Федерального закона от 29.11.2014 N 382-ФЗ) применяются в отношении объектов недвижимого имущества, приобретенных в собственность после 1 января 2016 года.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;1) имущественный налоговый вычет предоставляется:;;;;;;;;;;;;;;;;;;;;;;;
;;"в размере доходов, полученных налогоплательщиком в налоговом периоде от продажи жилых домов, квартир, комнат, включая приватизированные жилые помещения, дач, садовых домиков или земельных участков или доли (долей) в указанном имуществе, находившихся в собственности налогоплательщика менее минимального предельного срока владения объектом недвижимого имущества, установленного в соответствии со статьей 217.1 настоящего Кодекса, не превышающем в целом 1 000 000 рублей;";;;;;;;;;;;;;;;;;;;;;;;
;;в размере доходов, полученных налогоплательщиком в налоговом периоде от продажи иного недвижимого имущества, находившегося в собственности налогоплательщика менее минимального предельного срока владения объектом недвижимого имущества, установленного в соответствии со статьей 217.1 настоящего Кодекса, не превышающем в целом 250 000 рублей;;;;;;;;;;;;;;;;;;;;;;;
41.;;ГК РФ Статья 589. Получатель постоянной ренты;Кто может быть получателем постоянной ренты по договору ренты?;;;;;;;;;;;;;;;;;;;;;;
;;1. Получателями постоянной ренты могут быть только граждане, а также некоммерческие организации, если это не противоречит закону и соответствует целям их деятельности.;;;Любые юридические и физические лица;1Граждане и некоммерческие организации;Только граждане;;;;;;;;;;;;;;;;;;
;;2. Права получателя ренты по договору постоянной ренты могут передаваться лицам, указанным в пункте 1 настоящей статьи, путем уступки требования и переходить по наследству либо в порядке правопреемства при реорганизации юридических лиц, если иное не предусмотрено законом или договором;;;;;;;;;;;;;;;;;;;;;;;
42.;;ГК РФ Статья 381. Последствия прекращения и неисполнения обязательства, обеспеченного задатком;В договоре для обозначения предварительного платежа упоминается задаток. Договор не выполнен по вине стороны, получившей этот платеж. Уплаченная сумма:;;;;;;;;;;;;;;;;;;;;;;
;;2. Если за неисполнение договора ответственна сторона, давшая задаток, он остается у другой стороны. Если за неисполнение договора ответственна сторона, получившая задаток, она обязана уплатить другой стороне двойную сумму задатка.;;;Не подлежит возврату;Подлежит возврату;1 Подлежит возврату в двукратном   размере;;;;;;;;;;;;;;;;;;
;;Сверх того, сторона, ответственная за неисполнение договора, обязана возместить другой стороне убытки с зачетом суммы задатка, если в договоре не предусмотрено иное.;;;;;;;;;;;;;;;;;;;;;;;
43.;;ГК РФ Статья 583. Договор ренты;Какие виды ренты предусмотрены ГК РФ?;;;;;;;;;;;;;;;;;;;;;;
;;1. По договору ренты одна сторона (получатель ренты) передает другой стороне (плательщику ренты) в собственность имущество, а плательщик ренты обязуется в обмен на полученное имущество периодически выплачивать получателю ренту в виде определенной денежной суммы либо предоставления средств на его содержание в иной форме.;;;Временная и постоянная;1на срок жизни получателя (пожизненная) и бессрочная (постоянная);Пожизненная и посмертная;;;;;;;;;;;;;;;;;;
;;2. По договору ренты допускается установление обязанности выплачивать ренту бессрочно (постоянная рента) или на срок жизни получателя ренты (пожизненная рента). Пожизненная рента может быть установлена на условиях пожизненного содержания гражданина с иждивением.;;;;;;;;;;;;;;;;;;;;;;;
44.;;ГК РФ Статья 391. Условие и форма перевода долга;В каком порядке допускается перевод должником своего долга на другое лицо?;;Без согласия кредитора;Как правило, с согласия кредитора;1Перевод должником своего долга на другое лицо допускается с согласия кредитора и при отсутствии такого согласия является ничтожным;;;;;;;;;;;;;;;;;;
;;1. Перевод долга с должника на другое лицо может быть произведен по соглашению между первоначальным должником и новым должником.;;;;;;;;;;;;;;;;;;;;;;;
;;В обязательствах, связанных с осуществлением их сторонами предпринимательской деятельности, перевод долга может быть произведен по соглашению между кредитором и новым должником, согласно которому новый должник принимает на себя обязательство первоначального должника.;Выберите все возможные правильные из предложенных вариантов ответов.;;;;;;;;;;;;;;;;;;;;;;
;;2. Перевод должником своего долга на другое лицо допускается с согласия кредитора и при отсутствии такого согласия является ничтожным.;;;;;;;;;;;;;;;;;;;;;;;
;;Если кредитор дает предварительное согласие на перевод долга, этот перевод считается состоявшимся в момент получения кредитором уведомления о переводе долга.;;;;;;;;;;;;;;;;;;;;;;;
;;3. При переводе долга по обязательству, связанному с осуществлением его сторонами предпринимательской деятельности, в случае, предусмотренном абзацем вторым пункта 1 настоящей статьи, первоначальный должник и новый должник несут солидарную ответственность перед кредитором, если соглашением о переводе долга не предусмотрена субсидиарная ответственность первоначального должника либо первоначальный должник не освобожден от исполнения обязательства. Первоначальный должник вправе отказаться от освобождения от исполнения обязательства.;;;;;;;;;;;;;;;;;;;;;;;
;;К новому должнику, исполнившему обязательство, связанное с осуществлением его сторонами предпринимательской деятельности, переходят права кредитора по этому обязательству, если иное не предусмотрено соглашением между первоначальным должником и новым должником или не вытекает из существа их отношений.;;;;;;;;;;;;;;;;;;;;;;;
;;4. К форме перевода долга соответственно применяются правила, содержащиеся в статье 389 настоящего Кодекса.;;;;;;;;;;;;;;;;;;;;;;;
45.;;ГК РФ Статья 604. Отчуждение и использование имущества, переданного для обеспечения пожизненного содержания;Плательщик ренты по договору пожизненного содержания с иждивенцем  вправе отчуждать, сдавать в залог или иным способом обременять жилое помещение (найм, аренда);;;;;;;;;;;;;;;;;;;;;;
;;Плательщик ренты вправе отчуждать, сдавать в залог или иным способом обременять недвижимое имущество, переданное ему в обеспечение пожизненного содержания, только с предварительного согласия получателя ренты.;;;Самостоятельно;С согласия органов опеки;1Только с согласия получателя ренты;;;;;;;;;;;;;;;;;;
;;Плательщик ренты обязан принимать необходимые меры для того, чтобы в период предоставления пожизненного содержания с иждивением использование указанного имущества не приводило к снижению стоимости этого имущества.;;;;;;;;;;;;;;;;;;;;;;;
46.;;ст. 331 ГК РФ;Каковы последствия несоблюдения установленной законом письменной формы соглашения о неустойке?;;;;;;;;;;;;;;;;;;;;;;
;;Соглашение о неустойке должно быть совершено в письменной форме независимо от формы основного обязательства.;;;В случае спора стороны лишаются права ссылаться на свидетельские показания, но могу приводить письменные и другие доказательства;Факт достижения соответствующего соглашения может подтверждаться любыми допускаемыми законом доказательствами;1Соглашение недействительно;;;;;;;;;;;;;;;;;;
;;Несоблюдение письменной формы влечет недействительность соглашения о неустойке.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
47.;;ст. 315 ГК РФ;Допускается ли досрочное исполнение обязательства?;;;;;;;;;;;;;;;;;;;;;;
;;Должник вправе исполнить обязательство до срока, если иное не предусмотрено законом, иными правовыми актами или условиями обязательства либо не вытекает из его существа. Однако досрочное исполнение обязательств, связанных с осуществлением его сторонами предпринимательской деятельности, допускается только в случаях, когда возможность исполнить обязательство до срока предусмотрена законом, иными правовыми актами или условиями обязательства либо вытекает из обычаев делового оборота или существа обязательства.;;;Допускается;1Допускается, если иное не предусмотрено законом, иными правовыми актами или условиями обязательства, либо не вытекает из его существа;Допускается только с согласия кредитора;Не допускается;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
48.;;ст. 391. ГК РФ Условие и форма перевода долга;Возможно ли исполнение обязательства третьим лицом? ;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;1. Перевод долга с должника на другое лицо может быть произведен по соглашению между первоначальным должником и новым должником.;;;;;;;;;;;;;;;;;;;;;;;
;;В обязательствах, связанных с осуществлением их сторонами предпринимательской деятельности, перевод долга может быть произведен по соглашению между кредитором и новым должником, согласно которому новый должник принимает на себя обязательство первоначального должника.;;;;;;;;;;;;;;;;;;;;;;;
;;2. Перевод должником своего долга на другое лицо допускается с согласия кредитора и при отсутствии такого согласия является ничтожным.;;;;;;;;;;;;;;;;;;;;;;;
;;Если кредитор дает предварительное согласие на перевод долга, этот перевод считается состоявшимся в момент получения кредитором уведомления о переводе долга.;;;;;;;;;;;;;;;;;;;;;;;
;;3. При переводе долга по обязательству, связанному с осуществлением его сторонами предпринимательской деятельности, в случае, предусмотренном абзацем вторым пункта 1 настоящей статьи, первоначальный должник и новый должник несут солидарную ответственность перед кредитором, если соглашением о переводе долга не предусмотрена субсидиарная ответственность первоначального должника либо первоначальный должник не освобожден от исполнения обязательства. Первоначальный должник вправе отказаться от освобождения от исполнения обязательства.;;;1Возможно с согласия кредитора. (комментарий: первично согласие кредитора, только если кредитор дал согласие, тогда он обязан принять исполнение. П.3- частный случай, заливать желтым его не надо);Возможно, если в установленном законом порядке осуществлен перевод долга. ;Не допустимо.;Допускается без каких-либо ограничений. ;;;;;;;;;;;;;;;;;
;;К новому должнику, исполнившему обязательство, связанное с осуществлением его сторонами предпринимательской деятельности, переходят права кредитора по этому обязательству, если иное не предусмотрено соглашением между первоначальным должником и новым должником или не вытекает из существа их отношений.;;;;;;;;;;;;;;;;;;;;;;;
;;4. К форме перевода долга соответственно применяются правила, содержащиеся в статье 389 настоящего Кодекса.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
49.;;ст. 418 ГК РФ;Прекращается ли обязательство смертью должника?;;;;;;;;;;;;;;;;;;;;;;
;;1. Обязательство прекращается смертью должника, если исполнение не может быть произведено без личного участия должника либо обязательство иным образом неразрывно связано с личностью должника.;;;Прекращается.;Прекращается, если наследники отказались принять на себя долг умершего.;Прекращается, если нет иных наследников, кроме государства.;1Прекращается, если исполнение не может быть произведено без личного участия должника либо обязательство иным образом неразрывно связано с личностью должника.;Не прекращается. ;;;;;;;;;;;;;;;;
;;2. Обязательство прекращается смертью кредитора, если исполнение предназначено лично для кредитора либо обязательство иным образом неразрывно связано с личностью кредитора.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
50.;;п. 1 ст.329 ГК РФ ;Какие из перечисленных мер не могут обеспечивать исполнение обязательств? ;;;;;;;;;;;;;;;;;;;;;;
;;Исполнение обязательств может обеспечиваться неустойкой, залогом, удержанием вещи должника, поручительством, независимой гарантией, задатком, обеспечительным платежом и другими способами, предусмотренными законом или договором.;;;Неустойка (штраф, пени);Поручительство.;Независимая гарантия.;Задаток.;1Аванс.;Залог.;Удержание имущества должника. ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
51.;;ст. 380 ГК РФ;Какой должна быть форма соглашения о задатке? ;;;;;;;;;;;;;;;;;;;;;;
;;1. Задатком признается денежная сумма, выдаваемая одной из договаривающихся сторон в счет причитающихся с нее по договору платежей другой стороне, в доказательство заключения договора и в обеспечение его исполнения.;;;;;;;;;;;;;;;;;;;;;;;
;;2. Соглашение о задатке независимо от суммы задатка должно быть совершено в письменной форме.;;;;;;;;;;;;;;;;;;;;;;;
;;3. В случае сомнения в отношении того, является ли сумма, уплаченная в счет причитающихся со стороны по договору платежей, задатком, в частности вследствие несоблюдения правила, установленного пунктом 2 настоящей статьи, эта сумма считается уплаченной в качестве аванса, если не доказано иное.;;;Устная.;1Письменная форма.;Письменная форма с указанием существенных условий сделки, в обеспечение которой принимается задаток;;;;;;;;;;;;;;;;;;
;;4. Если иное не установлено законом, по соглашению сторон задатком может быть обеспечено исполнение обязательства по заключению основного договора на условиях, предусмотренных предварительным договором (статья 429).;;;;;;;;;;;;;;;;;;;;;;;
;;(п. 4 введен Федеральным законом от 08.03.2015 N 42-ФЗ);;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
52.;;ст.380 ГК РФ;В чем заключается разница между задатком и авансом? ;;;;;;;;;;;;;;;;;;;;;;
;;1.Задатком признается денежная сумма, выдаваемая одной из договаривающихся сторон в счет причитающихся с нее по договору платежей другой стороне, в доказательство заключения договора и в обеспечение его исполнения.;;;;;;;;;;;;;;;;;;;;;;;
;;2.Соглашение о задатке независимо от суммы задатка должно быть совершено в письменной форме.;;;;;;;;;;;;;;;;;;;;;;;
;;3. В случае сомнения в отношении того, является ли сумма, уплаченная в счет причитающихся со стороны по договору платежей, задатком, в частности вследствие несоблюдения правила, установленного пунктом 2 настоящей статьи, эта сумма считается уплаченной в качестве аванса, если не доказано иное.;;;;;;;;;;;;;;;;;;;;;;;
;;(При этом под Авансом  в гражданском праве понимается денежная сумма, уплачиваемая стороной договора, обязанной к денежному платежу, в счёт данного платежа, но до фактического исполнения предмета договора (предоплата));;;;;;;;;;;;;;;;;;;;;;;
;;4. Если иное не установлено законом, по соглашению сторон задатком может быть обеспечено исполнение обязательства по заключению основного договора на условиях, предусмотренных предварительным договором (статья 429).;;;Это одно и то же обозначение для предварительных платежей, разница лишь в степени ответственности;1Задаток - является средством обеспечения обязательств по договору, а аванс предоплатой. Соответственно возникает различная степень ответственности.;;;;;;;;;;;;;;;;;;;
;;(п. 4 введен Федеральным законом от 08.03.2015 N 42-ФЗ);;;;;;;;;;;;;;;;;;;;;;;
;;ст. 381 ГК РФ;;;;;;;;;;;;;;;;;;;;;;;
;;1. При прекращении обязательства до начала его исполнения по соглашению сторон либо вследствие невозможности исполнения (статья 416) задаток должен быть возвращен.;;;;;;;;;;;;;;;;;;;;;;;
;;2. Если за неисполнение договора ответственна сторона, давшая задаток, он остается у другой стороны. Если за неисполнение договора ответственна сторона, получившая задаток, она обязана уплатить другой стороне двойную сумму задатка.;;;;;;;;;;;;;;;;;;;;;;;
;;Сверх того, сторона, ответственная за неисполнение договора, обязана возместить другой стороне убытки с зачетом суммы задатка, если в договоре не предусмотрено иное.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
153;1;1ст. 370 ГК РФ;1Зависит ли независимая гарантия от основного обязательства, в обеспечение исполнения которого она выдана?;;;;;;;;;;;;;;;;;;;;;;
;;1Предусмотренное независимой гарантией обязательство гаранта перед бенефициаром не зависит в отношениях между ними от основного обязательства, в обеспечение исполнения которого она выдана, от отношений между принципалом и гарантом, а также от каких-либо других обязательств, даже если в независимой гарантии содержатся ссылки на них;;;Зависит.;Зависит, если в банковской гарантии содержится ссылка на основное обязательство, обеспечиваемое гарантией. ;1Не зависит.;Не зависит, если иное не предусмотрено самой гарантией..;;;;;;;;;;;;;;;;;
;;1;;;;;;;;;;;;;;;;;;;;;;;
;;1;;;;;;;;;;;;;;;;;;;;;;;
;;1;;;;;;;;;;;;;;;;;;;;;;;
54.;;ст. 330 ГК РФ ;Что такое неустойка? ;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;1. Неустойкой (штрафом, пеней) признается определенная законом или договором денежная сумма, которую должник обязан уплатить кредитору в случае неисполнения или ненадлежащего исполнения обязательства, в частности в случае просрочки исполнения. По требованию об уплате неустойки кредитор не обязан доказывать причинение ему убытков.;;;Упущенная выгода (т.е. та сумма, которая могла быть, если бы были выполнены все договорные обязательства).;1Денежная сумма, которую должник обязан уплатить кредитору в случае неисполнения или ненадлежащего исполнения обязательства.;Обязанность оплатить выполненную работу по договору.;Право требования возмещения убытков. ;;;;;;;;;;;;;;;;;
;;2. Кредитор не вправе требовать уплаты неустойки, если должник не несет ответственности за неисполнение или ненадлежащее исполнение обязательства.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
55.;;ст.332 ГК РФ ;Могут ли стороны обязательства увеличить размер законной неустойки?;;;;;;;;;;;;;;;;;;;;;;
;;1. Кредитор вправе требовать уплаты неустойки, определенной законом (законной неустойки), независимо от того, предусмотрена ли обязанность ее уплаты соглашением сторон.;;;Можно в одностороннем порядке, в случае нарушений со второй стороны.;Не могут.;Стороны в праве изменить размер законной неустойки, если иное не установлено законом, иными правовыми актами, условиями обязательства либо не вытекает из существа обязательства. ;1По соглашению сторон размер законной неустойки может быть увеличен, если закон этого не запрещает. ;;;;;;;;;;;;;;;;;
;;2. Размер законной неустойки может быть увеличен соглашением сторон, если закон этого не запрещает.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
56.;;ст. 368 ГК РФ;Кто вправе выдавать независимую гарантию?;;;;;;;;;;;;;;;;;;;;;;
;;1. По независимой гарантии гарант принимает на себя по просьбе другого лица (принципала) обязательство уплатить указанному им третьему лицу (бенефициару) определенную денежную сумму в соответствии с условиями данного гарантом обязательства независимо от действительности обеспечиваемого такой гарантией обязательства. Требование об определенной денежной сумме считается соблюденным, если условия независимой гарантии позволяют установить подлежащую выплате денежную сумму на момент исполнения обязательства гарантом.;;;;;;;;;;;;;;;;;;;;;;;
;;2. Независимая гарантия выдается в письменной форме (пункт 2 статьи 434), позволяющей достоверно определить условия гарантии и удостовериться в подлинности ее выдачи определенным лицом в порядке, установленном законодательством, обычаями или соглашением гаранта с бенефициаром.;;;;;;;;;;;;;;;;;;;;;;;
